"sense_id";"lemma_id";"sense_def";"domain_id";"sense_synonym";"sense_antonym";"sense_varword";"sense_nearsyn";"sense_relword";"synset_id"
"09045505";"090455";"比喻表情變得嚴肅或生氣。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"09048001";"090480";"主事者用手施力使特定物體離開手部往施力方向運動。";"方言";NULL;NULL;NULL;NULL;NULL;"37"
"10002801";"100028";"形容手部無法靈活伸展。";"方言";NULL;NULL;NULL;NULL;NULL;"db-checked"
"10002901";"100029";"向主事者身體的方向施力而使後述對象順著施力方向移動。";NULL;NULL;NULL;NULL;NULL;NULL;"573"
"03000101";"030001";"發語詞。表驚訝的語氣。
";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03000102";"030001";"發語詞。表痛苦、呼痛的聲音。";NULL;NULL;NULL;NULL;NULL;NULL;"3247"
"03000201";"030002";"發語詞。表驚訝的語氣。";NULL;NULL;NULL;NULL;NULL;NULL;"3248"
"03000202";"030002";"發語詞。表痛苦、呼痛的聲音。";NULL;NULL;NULL;NULL;NULL;NULL;"3247"
"03000203";"030002";"發語詞。表示不耐煩的語氣。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03000204";"030002";"發語詞。表示惋惜的語氣。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03000301";"030003";"表示感嘆。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03000302";"030003";"形容稱人死去。";NULL;NULL;NULL;NULL;NULL;NULL;"1524"
"03000401";"030004";"對事物有深厚的興趣。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03000501";"030005";"對人事物產生感情，進而喜歡、迷戀。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03000601";"030006";"以手施力使人或物無法移動。";NULL;NULL;NULL;NULL;NULL;"按壓＠按倒＠按下去＠按兵不動";"db-checked"
"03000602";"030006";"觸擊按鍵以啟動特定功能。";NULL;NULL;NULL;NULL;NULL;"按鍵";"3695"
"03000603";"030006";"用手指壓奏樂器以產生音符。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03000604";"030006";"引介遵循的原則。";NULL;"按照(0100)＠依照(0100)＠依據(0200)＠根據(0200)";NULL;NULL;NULL;NULL;"1094"
"03000605";"030006";"引介判斷的標準或條件。";NULL;NULL;NULL;NULL;NULL;NULL;"1048"
"03000606";"030006";"引介特定的觀點。";"書面";"按照(0200)＠依照(0200)＠依據(0400)＠根據(0400)";NULL;NULL;NULL;NULL;"1077"
"03000607";"030006";"插入寫作者的說明。";NULL;NULL;NULL;NULL;NULL;NULL;"1771"
"03000608";"030006";"抑制。";"文言";"按捺";NULL;NULL;NULL;NULL;"1711"
"03000609";"030006";"以手緊握住劍柄。";"文言";NULL;NULL;NULL;NULL;NULL;"db-checked"
"03000701";"030007";"引介遵循的原則。";NULL;"按(0400)＠依照(0100)＠依據(0200)＠根據(0200)";NULL;NULL;NULL;NULL;"1094"
"03000702";"030007";"引介特定的觀點。";NULL;"按(0600)＠依照(0200)＠依據(0400)＠根據(0400)";NULL;NULL;NULL;NULL;"1077"
"03000703";"030007";"引介判斷的標準或條件。";NULL;NULL;NULL;NULL;NULL;NULL;"1048"
"03000801";"030008";"表秘密地不讓他人知道。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03000901";"030009";"勉強同意不計較。";NULL;"罷了(0200)";NULL;NULL;NULL;NULL;"516"
"03000902";"030009";"因為特定原因而停止某種活動，通常帶有抗議性質。";NULL;NULL;NULL;NULL;NULL;"罷官＠罷免＠罷工＠罷課＠罷市＠罷駛＠罷賽";"db-checked"
"03001001";"030010";"說話人用來限定所陳述之事件的範圍或程度，表示僅此而已。";NULL;NULL;NULL;NULL;NULL;NULL;"3789"
"03001002";"030010";"勉強同意不計較。";NULL;"罷(0100)";NULL;NULL;NULL;NULL;"516"
"03001101";"030011";"表建議的語氣。";NULL;"吧";NULL;NULL;NULL;NULL;"3504"
"03001102";"030011";"表猜測的語氣。";NULL;"吧";NULL;NULL;NULL;NULL;"skipped"
"03001201";"030012";"引用前述事件作為隱喻來描述。";NULL;NULL;NULL;NULL;NULL;NULL;"1099"
"03001202";"030012";"計算事物的單位，表示種類。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03001301";"030013";"和特定對象一起存在或發生。";NULL;NULL;NULL;NULL;NULL;NULL;"593"
"03001302";"030013";"把特定食物和其他食物一起吃。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03001303";"030013";"將兩個以上的材料混合、攪在一起。";NULL;NULL;NULL;"拌";"攪(0100)";NULL;"802"
"03001304";"030013";"普通名詞。相處在一起或同在一起，互相扶持的人。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03001305";"030013";"引介和主語一起發生的事物。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03001401";"030014";"將兩個以上的材料混合、攪在一起。";NULL;NULL;NULL;"伴";"攪(0100)";NULL;"802"
"03001501";"030015";"地方詞。約略全身的一半。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03001601";"030016";"強烈地遭受到，多接負面影響。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03001701";"030017";"用手掌及手臂圈住特定對象。";NULL;NULL;NULL;NULL;NULL;"抱頭";"3189"
"03001702";"030017";"花費大量時間於特定事物上。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03001703";"030017";"得獎。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03001704";"030017";"心中存有特定態度或想法。";NULL;NULL;NULL;NULL;NULL;NULL;"1668"
"03001801";"030018";"普通名詞。定期出版、報導新聞、提供各式訊息的出版品。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03001802";"030018";"普通名詞。定期出版、報導新聞、提供各式訊息出版品的組織。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03001901";"030019";"引介根據的標準或信念。";NULL;NULL;NULL;NULL;NULL;NULL;"1070"
"03002001";"030020";"引介根據的標準或信念。";NULL;"本諸(0102)＠本乎(0102)";NULL;NULL;NULL;NULL;"1070"
"03002101";"030021";"引介根據的標準或信念。";NULL;NULL;NULL;NULL;NULL;NULL;"1070"
"03002201";"030022";"沒有達到比較對象的標準。";NULL;NULL;NULL;NULL;NULL;NULL;"3044"
"03002301";"030023";"普通名詞。用來說明難以理解的概念，通常是用比較淺顯或具體的方式。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03002302";"030023";"引介例子。";NULL;"比如(0100)＠好比(0200)＠譬如(0100)＠例如(0100)＠比如說(0100)＠譬如說(0100)＠例如說（0100）＠比方說（0100）＠好比說";NULL;NULL;"諸如(0100)";NULL;"1041"
"03002303";"030023";"引介條件，表假如的意思，為委婉用法。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03002401";"030024";"引介例子。";NULL;"比如(0100)＠比方(0200)＠好比(0200)＠譬如(0100)＠例如(0100)＠比如說(0100)＠譬如說(0100)＠例如說（0100）＠好比說";NULL;NULL;"諸如(0100)";NULL;"1041"
"03002501";"030025";"引介例子。";NULL;"比方(0200)＠好比(0200)＠譬如(0100)＠例如(0100)＠比如說(0100)＠譬如說(0100)＠例如說（0100）＠比方說（0100）＠好比說";NULL;NULL;"諸如(0100)";NULL;"1041"
"03002601";"030026";"引介列子。";NULL;"比如(0100)＠比方(0200)＠好比(0200)＠譬如(0100)＠例如(0100)＠譬如說(0100)＠例如說（0100）＠比方說（0100）＠好比說";NULL;NULL;"諸如(0100)";NULL;"skipped"
"03002701";"030027";"拿比較熟悉的事物來描述、解釋另一事件。";NULL;"譬喻";NULL;NULL;NULL;"比喻為＠比喻成＠比喻做＠比喻說＠比喻法＠比喻性";"1725"
"03002702";"030027";"普通名詞。比喻的內容。";NULL;"譬喻";NULL;NULL;NULL;NULL;"2422"
"03002801";"030028";"對人謙稱自己的國家。多用於正式的外交文件上。";"正式用語";NULL;NULL;NULL;NULL;NULL;"db-checked"
"03002901";"030029";"形容物體的主要特性產生不好的變化。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03002902";"030029";"比喻事情的本性或人的思想有不好改變。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03002903";"030029";"形容在深埋地底的高溫、高壓環境下，岩石的成分及組織構造產生了變化。";"地質學";NULL;NULL;NULL;NULL;NULL;"db-checked"
"03003001";"030030";"普通名詞。由某病所引起的附帶病症。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03003101";"030031";"對等連接詞。連接兩個對等句子，用以表示時序先後關係。";NULL;NULL;NULL;"並且(0100)";NULL;NULL;"990"
"03003102";"030031";"對等連接詞。連接兩個對等句子，用以表示進一層關係。";NULL;NULL;NULL;"並且(0200)";NULL;NULL;"991"
"03003201";"030032";"對等連接詞。連接兩個對等句子，用以表示時序先後關係。";NULL;NULL;NULL;"并且(0100)";NULL;NULL;"990"
"03003202";"030032";"對等連接詞。連接兩個對等句子，用以表示進一層關係。";NULL;NULL;NULL;"并且(0200)";NULL;NULL;"991"
"03003301";"030033";"支付或調配款項。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03003302";"030033";"普通名詞。支付或調配的金錢。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03003401";"030034";"強勢者侵佔弱勢者的權益或財物。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03003501";"030035";"以兩腿交互向前移動，雙腳不同時離開地面。";NULL;"走＠行";NULL;NULL;NULL;NULL;"119"
"03003502";"030035";"追隨、跟從。常用「步…後塵」。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03003503";"030035";"普通名詞。走路時兩腳前後的距離。";NULL;"腳步＠步伐";NULL;NULL;NULL;"散步";"db-checked"
"03003504";"030035";"普通名詞。步驟。";NULL;"步驟";NULL;NULL;"道2(1220)";NULL;"db-checked"
"03003505";"030035";"普通名詞。表示所處的境況、境地、階段。";NULL;NULL;NULL;NULL;NULL;"國步";"db-checked"
"03003506";"030035";"計算邁步次數的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03003601";"030036";"不相等。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03003701";"030037";"普通名詞。整體中可區分的組成單位。";NULL;NULL;NULL;NULL;NULL;NULL;"2316"
"03003702";"030037";"表整體中的特定個體。";NULL;NULL;NULL;NULL;"局部(0100)";"大部分(0100)＠大部份(0100)";"3551"
"03003801";"030038";"形容不願意在情勢上輸人。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03003901";"030039";"關聯連接詞。連接句子的轉折語氣，用來引出命題和前文相對的句子。";NULL;NULL;NULL;NULL;NULL;NULL;"3923"
"03003902";"030039";"表對後述事物做評估，表示比預期小或少。";NULL;NULL;NULL;NULL;NULL;NULL;"3495"
"03003903";"030039";"評價修飾前面述詞的程度等級，表程度相當高。常用「再…不過」。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03004001";"030040";"表極度到無法承受的地步。";NULL;NULL;NULL;NULL;NULL;"狼狽不堪";"db-checked"
"03004002";"030040";"無法承受。";NULL;NULL;NULL;NULL;NULL;"不堪一擊＠不堪入目＠不堪入耳";"db-checked"
"03004003";"030040";"形容令人完全無法承受的。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03004101";"030041";"有壞處，常會造成傷害或損失。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03004201";"030042";"表出現的間隔頻率隔不確定。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03004301";"030043";"不顧一切、不計後果。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03004401";"030044";"不妥當、不適合。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03004501";"030045";"表否定，用在動詞前。";NULL;"不";NULL;NULL;NULL;"不予置評(0100)";"3465"
"03004601";"030046";"評價事件參與者的熱忱，表不以路途遙遠為苦。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03004701";"030047";"普通名詞。才能與技藝。";NULL;NULL;NULL;NULL;NULL;"才藝班";"2241"
"03004801";"030048";"成為候選人參加選舉。";NULL;NULL;NULL;NULL;NULL;NULL;"1685"
"03004901";"030049";"嚴重遭受不幸。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03004902";"030049";"由於特定對象而嚴重遭到不幸。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005001";"030050";"普通名詞。兩層以上的房屋其中的一層。";NULL;NULL;NULL;NULL;NULL;NULL;"2009"
"03005002";"030050";"計算房屋樓面的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005003";"030050";"計算階梯數目的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"3765"
"03005004";"030050";"計算事物重疊的單位，是階層的架構，並非上下關係。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005005";"030050";"計算表面覆蓋物質的單位。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005006";"030050";"普通名詞。根據某種標準而加以分類的同一類人群。";NULL;NULL;NULL;NULL;NULL;"上層＠高層＠中層＠低層";"db-checked"
"03005007";"030050";"準量詞。描述認知的程度。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005008";"030050";"計算可以分階層的概念的單位，主要是表達思想、含義、理由等。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005009";"030050";"普通名詞。依據特定指標而分級的心理活動。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005010";"030050";"普通名詞。任何具有階層架構的資料庫或系統建置。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005011";"030050";"普通名詞。植物生態環境中呈垂直架構分佈的特定群落。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005101";"030051";"時間詞。悠閒無事之時。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005201";"030052";"時間詞。極短的時間。";NULL;"轉瞬間(0100)＠轉眼間(0100)＠轉眼之間(0100)";NULL;NULL;NULL;NULL;"1884"
"03005301";"030053";"被不好的事物困擾煩惱，無法脫身。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005401";"030054";"歸還所欠的債務。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005402";"030054";"為表感恩而提供的回報。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005403";"030054";"實現願望。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005501";"030055";"數目或數量大於後述對象。";NULL;NULL;NULL;NULL;NULL;NULL;"1847"
"03005601";"030056";"形容使人不悅的聲音，通常是大或雜。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005602";"030056";"聲音干擾到他人。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005603";"030056";"各持己見而爭論。";NULL;NULL;NULL;NULL;NULL;NULL;"563"
"03005604";"030056";"提出自己的要求，並以此不斷地煩擾他人，常與「著」連用。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005701";"030057";"以言語相鬥。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005801";"030058";"時間詞。早晨的一個時段。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03005901";"030059";"物體放在液體中。";NULL;NULL;NULL;NULL;"浸泡(0100)";NULL;"3104"
"03005902";"030059";"比喻情緒完全投入於後述境界中。";NULL;NULL;NULL;NULL;NULL;NULL;"2883"
"03006001";"030060";"攝取過量酒精以致喪失知覺。";NULL;NULL;NULL;NULL;NULL;NULL;"1809"
"03006002";"030060";"比喻沈浸並享受於特定事物或意境。";NULL;NULL;NULL;NULL;"著迷(0101)";NULL;"2937"
"03006101";"030061";"對犯錯者予以處罰。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03006201";"030062";"引介施惠的事件。";"敬語";NULL;NULL;NULL;NULL;NULL;"1067"
"03006301";"030063";"引介特定對象評價特定事件的情況，表示說話人主觀上認同其話語。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03006401";"030064";"把食物吃了，強調其不復存在。";NULL;NULL;NULL;NULL;"吃下去(0100)＠吃下(0100)";NULL;"db-checked"
"03006402";"030064";"消耗、耗盡。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03006403";"030064";"比喻併吞。";NULL;NULL;NULL;NULL;NULL;NULL;"2776"
"03006404";"030064";"比喻取得對方棋子或牌。";"遊戲";NULL;NULL;NULL;NULL;NULL;"2816"
"03006501";"030065";"禁吃葷，只吃蔬菜類食物。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03006601";"030066";"形容光著身子。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03006602";"030066";"形容比喻毫無掩飾。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03006701";"030067";"位置詞。與參考物體面對的方向相同的方向。";NULL;NULL;NULL;NULL;NULL;NULL;"269"
"03006702";"030067";"位置詞。接近敵人的地帶。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03006801";"030068";"設法募集，通常指經費、資金。";NULL;NULL;NULL;NULL;NULL;NULL;"3769"
"03006901";"030069";"時段的開頭部份。";NULL;NULL;NULL;NULL;NULL;"初始＠起初＠年初";"db-checked"
"03006902";"030069";"時間詞。原來、從前。";NULL;NULL;NULL;NULL;NULL;NULL;"db-checked"
"03006903";"030069";"表首度的、第一次的。";NULL;NULL;NULL;NULL;NULL;"初次＠初版＠初試啼聲";"db-checked"
"03006904";"030069";"表剛剛。";NULL;NULL;NULL;NULL;NULL;"初出茅廬＠初生之犢不畏虎";"3436"
